GEO,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,PRVDR_NUM,SKLTN_REC_SW,STATE_RGN_CD,TRMNTN_EXPRTN_DT,ZIP_CD,CBSA_CD,LONGITUDE,LATITUDE,GRADE_FAC_NAME,GRADEN,GRADEN.01,GEOGRAPHY.1,TOTAL_CIVILIAN_NONINSTITUTIONALIZED_POPULATION,AVG-MEDIAN_AGE_IN_YEARS,TOTAL_HOUSEHOLDS_ESTIMATE,PROP_FAMILY_HOUSEHOLDS,PROP_NONFAMILY_HOUSEHOLDS,AVERAGE_HOUSEHOLD_SIZE,AVERAGE_FAMILY_SIZE,GPS_LIVING_WITH_GCS_UNDER_18_YEARS,PROP__GPS_CARING_FOR_GC_OVER_18,NUMBER_OF_VETERANS,VETERANS_AS_PROP_OF_POPULATION,UNEMPLOYED_VETERANS_PROP_OF_LABOUR_FORCE,HISPANI_OR_LATINO,HISPANIC/LATINO_PROP,WHITE,WHITE_PROP,BLACK_ESTIMATE,BLACK_PROP,NATIVE_AMERICAN/ALASKAN,NATIVE_AMERICAN/ALASKAN_PROP,ASIAN,ASIAN_PROP,NATIVE_HAWAIIAN/PACIFIC_ISLANDER,NATIVE_HAWAIIAN/PACIFIC_ISLANDER_PROP,"OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO","OTHER_RACE_ONLY,_NOT_HISPANIC/LATINO_PROP","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_ESTIMATE","TWO_OR_MORE_RACES_ALONE,_NOT_HISPANIC_OR_LATINO_PROP",PROP_NATIVE_BORN,PROP_FOREIGN_BORN,PROP_OF_FOREIGN_BORN_WHO_ARE_NATURALIZED_U.S._CITIZEN,POP_5_YEARS_+,POP_5_YEARS_+_FOREIGN_LANGUAGE_AT_HOME,POP_5_YEARS_+_W/_POOR_ENGLISH,MEDIAN_HOUSEHOLD_INCOME_(DOLLARS),MEAN_HOUSEHOLD_INCOME_(DOLLARS),MEDIAN_FAMILY_INCOME_(DOLLARS),MEAN_FAMILY_INCOME_(DOLLARS),PER_CAPITA_INCOME_(DOLLARS),ALL_FAMILIES%,MARRIED_COUPLE_FAMILIES%,FEMALE_HOUSEHOLDER_NO_HUSBAND%,ALL_PEOPLE%,UNDER_18%,PERCENT_(LABOR_FORCE_PARTICIPATION_RATE),LABOUR_FORCE_%,EMPLOYED_16+%,EMPLOYED_%_16+,UNEMPLOYMENT%,MILITARY%,NOT_IN_LABOURFORCE%,"POPULATION_25_YEARS_
AND_OVER%",PERCENT_LESS_THAN_9TH_GRADE%,"PERCENT_9TH_TO_12TH_GRADE,_NO_DIPLOMA",PERCENT_HIGH_SCHOOL_GRADUATE_(INCLUDES_EQUIVALENCY),"PERCENT_SOME_COLLEGE,_NO_DEGREE",PERCENT_ASSOCIATE'S_DEGREE,PERCENT_BACHELOR'S_DEGREE,PERCENT_GRADUATE_OR_PROFESSIONAL_DEGREE,PERCENT_HIGH_SCHOOL_GRADUATE_OR_HIGHER,POPULATION_25_YEARS_AND_OVER_WITH_EARNINGS,LESS_THAN_HIGH_SCHOOL_GRADUATE_EARNINGS_(DOLLARS),HIGH_SCHOOL_GRADUATE__EARNINGS_(DOLLARS),SOME_COLLEGE_OR_ASSOCIATE'S_DEGREE_EARNINGS_(DOLLARS),BACHELOR'S_DEGREE_EARNINGS_(DOLLARS),GRADUATE_OR_PROFESSIONAL_DEGREE_EARNINGS_(DOLLARS),MEDIAN_VALUE_(DOLLARS)
SAN JOSE,19930115,N,O'CONNOR HOSPITAL LABORATORY,05D0063391,Y,LAB,20190427,95128,41940,-121.9383789,37.3277552,O'CONNOR HOSPITAL,40,0.4,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,64118,89578,68929,111538,38920,4.2,6.2,0,12.1,4.2,53.2,53.2,49.2,4,7.4,0,46.8,1114,0.7,4.5,31.6,29.4,11.1,17.5,5.1,94.8,41865,-,-,-,44231,90446,0
SAN JOSE,20111206,Y,GOOD SAMARITAN HOSPITAL,05D0608006,N,M2,20181103,95124,41940,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,60,0.6,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,26037,32468,-,N,22386,0,0,-,22.4,-,15.4,15.4,15.4,0,0,0,84.6,143,0,17.5,28,42.7,11.9,0,0,82.5,-,-,-,-,-,-,0
SAN JOSE,19930106,N,GOOD SAMARITAN HOSPITAL NUCLEAR MED,05D0698354,Y,LAB,20030403,95124,41940,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,60,0.6,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,60794,75107,75893,89825,29437,12,3,40.9,16,19.7,62.4,60.6,55.3,5.2,8.6,1.8,37.6,18472,3.9,8.3,23.5,27,11.5,17.6,8.2,87.8,41740,24330,30234,40056,73285,81156,0
SAN JOSE,19930208,N,KAISER SANTA TERESA NUCLEAR MEDICINE,05D0698372,Y,LAB,19950303,95119,41940,-121.8002485,37.2397615,KAISER FOUNDATION HOSPITAL - SAN JOSE,80,0.8,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,56952,69884,61463,74253,23876,15.3,11.6,29.8,17.8,26.1,56.9,55.7,48.4,7.3,13.1,1.2,43.1,12740,7.6,13.6,28.5,25.5,9.6,10,5.3,78.8,40828,25855,37122,42549,70645,79854,0
SAN JOSE,20111206,Y,GOOD SAMARITAN BLOOD GAS LAB,05D0699359,N,M2,20181103,95124,41940,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,60,0.6,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,109604,137127,119175,142966,43824,4.7,5.3,0,7.5,7.8,61.6,61.3,56.9,4.4,7.2,0.3,38.4,11417,2.4,4.9,25.7,25,10,19.7,12.3,92.7,58507,38063,44140,55489,62227,85875,0
SAN JOSE,19921221,N,KFH SAN JOSE POCT LABORATORY,05D0702032,Y,M2,20200406,95119,41940,-121.8002485,37.2397615,KAISER FOUNDATION HOSPITAL - SAN JOSE,80,0.8,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,40493,56831,43795,60542,15146,22.5,15.8,50.7,25.3,35.6,55.7,55.7,48.6,7.1,12.7,0,44.3,10167,29,13.7,31.8,13.9,4,5.7,1.9,57.2,25025,21304,25468,25984,51250,126250,0
SAN JOSE,19930224,N,GOOD SAMARITAN HOSPITAL - NURSING,05D0704802,Y,LAB,19980831,95124,41940,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,60,0.6,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,60486,52885,61042,55063,10334,11.2,0,100,9.6,19,53.9,53.9,48.4,5.5,10.3,0,46.1,346,56.1,5.5,31.2,4.3,2.9,0,0,38.4,26154,30800,27019,-,-,-,0
SAN JOSE,19930319,N,EMERGENCY SERVICES OCONNOR HOSPITAL,05D0722028,Y,LAB,19980831,95128,41940,-121.9383789,37.3277552,O'CONNOR HOSPITAL,40,0.4,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,35208,48022,43990,54010,15164,9.8,0,69,18.1,16.7,55.3,55.3,44.9,10.3,18.7,0,44.7,844,14.9,14.9,39.2,22.6,1.7,5.3,1.3,70.1,23519,20625,25000,16618,-,-,0
SAN JOSE,19940713,N,GOOD SAMARITAN HOSP/CARDIAC CATH LAB,05D0888715,Y,LAB,19960712,95124,41940,-121.9463305,37.2520715,GOOD SAMARITAN HOSPITAL OF SAN JOSE,60,0.6,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,63661,73675,99688,95283,30194,4.1,0,100,8.1,4.2,29.6,29.6,27,2.7,9.1,0,70.4,939,2.7,4.4,27.6,20.4,17.8,17.6,9.6,93,61667,-,-,-,-,73646,0
SAN JOSE,19990526,N,CONGREGATIONAL HEALTH PARISH NURSING,05D0961079,Y,LAB,20070527,95128,41940,-121.9383789,37.3277552,O'CONNOR HOSPITAL,40,0.4,SAN JOSE CITY,1031513,36.8,321913,73.2,26.8,3.17,3.62,37817,13.2,26206,3.2,3.5,332603,32.1,267315,25.8,28126,2.7,1957,0.2,366134,35.4,4232,0.4,2869,0.3,32117,3.1,59.7,40.3,57.4,970923,57.5,24.8,61750,82427,92768,92642,29149,10.9,0,82.5,14.7,20.6,50.6,50.6,42.2,8.4,16.6,0,49.4,2122,1.1,10,23.6,37.4,12.3,7.1,8.4,88.9,58833,-,-,51444,-,104453,0
SANTA CLARA,19930112,N,KAISER FOUNDATION HOSPITAL SANTA CLARA LABORATORY,05D0606477,Y,M2,20190227,95051,41940,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,100,1,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9,51370,66859,72645,80143,20410,20.4,6.6,48.4,24.1,27.9,38.1,37.8,35.9,1.9,5.1,0.2,61.9,6063,9.1,15.4,38.3,21.2,6.2,7.5,2.3,75.5,35729,20938,43750,39340,53958,-,0
SANTA CLARA,20030710,N,KAISER FOUNDATION HOSPITAL,05D1014584,Y,M2,20190426,95051,41940,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,100,1,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9,41908,54364,44125,55743,17474,27.7,12.5,65.3,28.5,30.1,63,63,54.9,8.1,12.8,0,37,1274,8.6,12.4,25.1,36,13.6,2.4,1.9,79,32308,25825,63654,31625,-,-,0
SANTA CLARA,20060316,N,KAISER FOUNDATION HOSP SANTA CLARA LABORATORY,05D1052034,Y,LAB,20070821,95051,41940,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,100,1,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9,44470,66212,59729,75391,17295,17,8.2,36.7,18.6,27,34,34,31.8,2.3,6.7,0,66,9624,7.3,17.2,32.1,27.2,6,6.5,3.6,75.5,34217,25833,21724,49375,49632,73750,0
SANTA CRUZ,19930114,N,DOMINICAN HOSPITAL LAB,05D0606603,Y,LAB,20190227,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,28542,44718,-,57534,18074,21.9,0,60,28.4,30.8,47.3,47.3,35.7,11.6,24.5,0,52.7,93,1.1,39.8,21.5,16.1,8.6,8.6,4.3,59.1,-,18750,-,110833,-,-,0
SANTA CRUZ,19930304,N,CARDIOPULMONARY BLOOD GAS LAB DSC HOSP,05D0714982,Y,LAB,19990102,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,58125,90404,61154,97681,35957,6.9,4.1,23.8,6.5,4.5,49.4,49.4,45,4.4,8.9,0,50.6,314,3.2,8.3,34.4,24.8,15.3,14,0,88.5,56750,-,60481,-,-,-,0
SANTA CRUZ,19930716,N,DOMINICAN SANTA CRUZ HOSPITAL NURSING,05D0721334,Y,M2,20181209,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,36681,46659,39690,48993,11068,26.1,14.7,50.9,28,39.9,43.9,43.9,37.8,6.1,13.8,0.1,56.1,15295,26.2,20,29.5,15.7,4.8,2.2,1.5,53.8,21283,17392,25605,30168,43182,49821,0
SANTA CRUZ,19940308,N,DOMINICAN SANTA CRUZ HOSP/NUCLEAR MED,05D0721989,Y,M2,20050824,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,26336,34346,26838,34997,10416,48.6,33.2,61.5,54.6,73.9,64,64,56,8,12.5,0,36,1116,53.9,17.9,20.2,8,0,0,0,28.1,18224,15347,23317,32321,-,-,0
SANTA CRUZ,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,05D0880952,Y,LAB,20040414,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,35431,43092,-,40462,20939,19.6,7.8,0,21.2,51.1,44.3,44.3,39.7,4.6,10.4,0,55.7,1806,0,16.8,38.3,27.7,2.9,6.9,7.4,83.2,26545,-,33780,-,-,68137,0
SANTA CRUZ,19991015,Y,DOMINICAN HOSPITAL CRITICAL CARE LAB,05D0909761,N,M2,20110906,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,40417,48666,42981,60337,31354,0,0,0,4.7,-,33.5,33.5,32.3,1.2,3.7,0,66.5,1545,2.1,7.3,36.1,29,7.6,8.9,9.1,90.6,-,-,21708,58438,-,-,0
SANTA CRUZ,19930114,N,DOMINICAN HOSPITAL LAB,05D0606603,Y,LAB,20190227,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,49742,66431,52533,67772,19835,16.3,10.1,35.6,20.9,28.7,55.6,51.9,46.9,5,9.7,3.7,44.4,91889,12.9,14.2,25.5,26.1,8.2,9.3,3.8,72.9,31900,20703,29448,35026,57599,69449,0
SANTA CRUZ,19930304,N,CARDIOPULMONARY BLOOD GAS LAB DSC HOSP,05D0714982,Y,LAB,19990102,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,48170,55117,48452,55582,16318,14.7,9.1,24.3,17.2,19,56.4,56.4,48.7,7.7,13.6,0,43.6,2167,21,8.6,29.8,25.8,6.1,5.8,3,70.5,24232,16681,20286,35172,-,28828,0
SANTA CRUZ,19930716,N,DOMINICAN SANTA CRUZ HOSPITAL NURSING,05D0721334,Y,M2,20181209,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,34638,43412,34976,42118,8230,34.1,24.6,57.5,36.3,46,39.8,39.8,34.8,5,12.5,0,60.2,8134,23.9,29.6,24.2,16.7,3.5,1.4,0.8,46.5,19972,17004,24858,26333,-,31081,0
SANTA CRUZ,19940308,N,DOMINICAN SANTA CRUZ HOSP/NUCLEAR MED,05D0721989,Y,M2,20050824,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,37793,45926,37728,44863,8611,28.6,21.5,40.6,35.6,46,26.3,26,22.3,3.7,14.3,0.3,73.7,15519,15.5,26.9,29,21.9,3.8,2.3,0.8,57.7,24170,18261,23516,30842,55682,87778,0
SANTA CRUZ,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,05D0880952,Y,LAB,20040414,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,103889,113511,135435,137247,36189,11.7,12.4,0,21,27.5,59.2,59.2,51,8.2,13.9,0,40.8,304,0,5.3,31.3,22.7,8.9,21.7,10.2,94.7,76607,-,-,93026,-,115156,0
SANTA CRUZ,19991015,Y,DOMINICAN HOSPITAL CRITICAL CARE LAB,05D0909761,N,M2,20110906,95065,42100,-121.9836669,36.9901663,DOMINICAN HOSPITAL,60,0.6,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,55327,71304,60605,73075,24345,14.4,9.1,31.1,18.7,24.5,61.6,59.8,54.3,5.5,9.2,1.8,38.4,34695,9,9.1,24.7,29.6,10,12,5.6,81.8,35639,22281,30592,36239,59753,70308,0
REDDING,19940324,Y,SURGERY SATELITE,05D0618052,N,M2,19980619,96001,39820,-122.3877763,40.5855146,SHASTA REGIONAL MEDICAL CENTER,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,-,38889,"$  2,500-",N,19403,52.2,0,100,50.8,-,37.3,37.3,37.3,0,0,0,62.7,41,12.2,17.1,56.1,14.6,0,0,0,70.7,33750,-,-,-,-,-,0
REDDING,20140813,Y,MERCY MEDICAL CENTER LABORATORY,05D0618108,N,LAB,20190208,96001,39820,-122.395252,40.57182,MERCY MEDICAL CENTER OF REDDING,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,30234,39866,29085,39935,10635,30.5,20.2,52.7,36,48.7,56.2,55.8,48,7.8,14,0.4,43.8,971,28.7,14.4,27.9,19.8,4,5.1,0,56.8,18728,19792,12813,21397,18833,-,0
REDDING,19921223,N,MERCY MED CENTR RESPIRATORY CARE DEPT,05D0683521,Y,M2,20191130,96001,39820,-122.395252,40.57182,MERCY MEDICAL CENTER OF REDDING,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,59891,55614,59891,57221,13391,22.6,11.7,50.6,28.7,49.5,70.6,70.6,63.9,6.7,9.5,0,29.4,880,54,14.2,17.3,9.5,5,0,0,31.8,22813,22470,-,31250,-,-,0
REDDING,19930108,N,SHASTA REGIONAL MEDICAL CENTER,05D0696067,Y,M2,20190208,96001,39820,-122.3877763,40.5855146,SHASTA REGIONAL MEDICAL CENTER,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,54471,67170,57222,69720,23256,11.1,5.5,28.3,14,21.5,70.7,67,62.4,4.5,6.8,3.7,29.3,14481,6.1,8.8,25.6,29.2,12.8,12.9,4.4,85,35635,25733,32816,34250,50000,82625,0
REDDING,19930512,N,RMC SURGERY SATELLITE LABORATORY,05D0707392,Y,LAB,19980831,96001,39820,-122.3877763,40.5855146,SHASTA REGIONAL MEDICAL CENTER,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,46925,57658,46667,57217,20249,9.5,2.4,54.7,9.5,12.1,85.3,29.2,26.3,2.9,10,56.2,14.7,2541,0.4,3.4,20.3,43.8,9.5,16.7,6,96.3,36522,-,36536,36542,32917,71250,0
REDDING,19990917,Y,REDDING MEDICAL CNTR PULMOMARY FUNC,05D0719603,N,M2,19991206,96001,39820,-122.3877763,40.5855146,SHASTA REGIONAL MEDICAL CENTER,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,30515,38322,31912,39115,8949,42.9,55.1,34.5,61.2,83.8,68.3,68.3,49,19.3,28.2,0,31.7,574,50.3,17.2,15.5,7.1,5.1,4.7,0,32.4,10813,10278,-,-,-,-,0
REDDING,20020816,N,MERCY MEDICAL CENTER SURGICAL SERVICES,05D1002898,Y,LAB,20190702,96001,39820,-122.395252,40.57182,MERCY MEDICAL CENTER OF REDDING,60,0.6,REDDING CITY,90659,37.9,38036,60.4,39.6,2.35,2.91,N,N,5575,7.7,10.3,10935,11.9,69895,76.1,1183,1.3,2367,2.6,4440,4.8,0,0,223,0.2,2745,3,91.4,8.6,36.4,86767,9.5,3.4,40446,55631,52182,65256,23345,17.8,9.7,34.6,22.8,31.6,48.6,48.6,43.2,5.5,11.2,0,51.4,46386,5.9,9.4,30.3,27,12.1,9.9,5.4,84.7,26912,20130,23625,30212,45482,55473,0
VACAVILLE,19930217,N,VACA VALLEY HOSPITAL DEPARTMENT OF,05D0708706,Y,M1,20171201,95687,46700,-121.95196,38.355856,NORTHBAY VACAVALLEY HOSPITAL,80,0.8,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,27034,39166,30419,44364,16464,31.7,21.9,42,35.9,50.4,47.7,47.7,40.1,7.6,15.9,0,52.3,10012,8.1,13.9,34.3,26.9,8.4,5.5,2.9,78.1,22053,19952,20767,27198,-,-,0
VACAVILLE,20081028,Y,KAISER FOUNDATION HOSPITAL VACAVILLE LABORATORY,05D0920298,N,M2,20200913,95688,46700,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,100,1,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,44813,52500,52292,63606,24252,9.2,9.6,21.4,20.3,26.9,35.5,35.5,29.8,5.8,16.2,0,64.5,1898,6,9.9,31.9,28.4,9.4,13,1.4,84.1,25479,-,25907,21763,-,-,0
VACAVILLE,20080703,N,KFH-VACAVILLE POCT LABORATORY,05D1086108,Y,M2,20200721,95688,46700,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,100,1,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,47443,62512,70982,73355,24287,11.6,0,4.4,19.8,21.6,50.4,50.4,45.1,5.4,10.6,0,49.6,2714,6.3,7.2,27.6,35.1,14.8,6,3.1,86.5,27059,18902,25858,30655,64196,83452,0
VACAVILLE,20090731,N,"PERMANENTE MEDICAL GROUP, INC. VACAVILLE MOB, THE",05D1103032,Y,M2,20190730,95688,46700,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,100,1,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,83030,81156,83030,84201,32951,4.1,4.5,0,2.7,0,56.6,56.6,53.2,3.4,6,0,43.4,779,3.6,4.6,24.1,27.5,20.2,14.1,5.9,91.8,29054,-,20962,29696,-,-,0
